********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend,ug/l,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
marcwwq,P,06/01/2022 00:00,0,1,{CSM},28.6,<0> ,38.12,<0> ,24.1,<0> ,95.0,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 00:15,0,1,{CSM},28.6,<0> ,38.12,<0> ,24.1,<0> ,94.4,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 00:30,0,1,{CSM},28.5,<0> ,38.12,<0> ,24.1,<0> ,93.9,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 00:45,0,1,{CSM},28.5,<0> ,38.12,<0> ,24.1,<0> ,93.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 01:00,0,1,{CSM},28.5,<0> ,38.12,<0> ,24.1,<0> ,93.1,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 01:15,0,1,{CSM},28.5,<0> ,38.12,<0> ,24.1,<0> ,92.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 01:30,0,1,{CSM},28.5,<0> ,38.10,<0> ,24.1,<0> ,92.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 01:45,0,1,{CSM},28.5,<0> ,38.10,<0> ,24.1,<0> ,92.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 02:00,0,1,{CSM},28.5,<0> ,38.10,<0> ,24.1,<0> ,92.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 02:15,0,1,{CSM},28.4,<0> ,38.10,<0> ,24.1,<0> ,92.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 02:30,0,1,{CSM},28.4,<0> ,38.10,<0> ,24.1,<0> ,92.1,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 02:45,0,1,{CSM},28.4,<0> ,38.09,<0> ,24.1,<0> ,92.6,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 03:00,0,1,{CSM},28.4,<0> ,38.10,<0> ,24.1,<0> ,92.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.7,<0> ,
marcwwq,P,06/01/2022 03:15,0,1,{CSM},28.3,<0> ,38.12,<0> ,24.1,<0> ,92.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 03:30,0,1,{CSM},28.3,<0> ,38.13,<0> ,24.1,<0> ,91.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 03:45,0,1,{CSM},28.3,<0> ,38.13,<0> ,24.1,<0> ,91.0,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 04:00,0,1,{CSM},28.3,<0> ,38.12,<0> ,24.1,<0> ,92.2,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.4,<0> ,
marcwwq,P,06/01/2022 04:15,0,1,{CSM},28.3,<0> ,38.11,<0> ,24.1,<0> ,91.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 04:30,0,1,{CSM},28.3,<0> ,38.11,<0> ,24.1,<0> ,92.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 04:45,0,1,{CSM},28.3,<0> ,38.11,<0> ,24.1,<0> ,92.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,27,<0> ,6.7,<0> ,
marcwwq,P,06/01/2022 05:00,0,1,{CSM},28.3,<0> ,38.12,<0> ,24.1,<0> ,91.4,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 05:15,0,1,{CSM},28.3,<0> ,38.14,<0> ,24.1,<0> ,90.9,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 05:30,0,1,{CSM},28.2,<0> ,38.14,<0> ,24.1,<0> ,91.1,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.2,<0> ,
marcwwq,P,06/01/2022 05:45,0,1,{CSM},28.2,<0> ,38.14,<0> ,24.1,<0> ,90.7,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 06:00,0,1,{CSM},28.2,<0> ,38.15,<0> ,24.1,<0> ,91.5,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 06:15,0,1,{CSM},28.2,<0> ,38.15,<0> ,24.1,<0> ,91.3,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 06:30,0,1,{CSM},28.2,<0> ,38.16,<0> ,24.2,<0> ,90.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 06:45,0,1,{CSM},28.2,<0> ,38.17,<0> ,24.2,<0> ,90.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 07:00,0,1,{CSM},28.2,<0> ,38.18,<0> ,24.2,<0> ,90.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 07:15,0,1,{CSM},28.2,<0> ,38.18,<0> ,24.2,<0> ,91.4,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 07:30,0,1,{CSM},28.2,<0> ,38.17,<0> ,24.2,<0> ,91.1,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,5.9,<0> ,
marcwwq,P,06/01/2022 07:45,0,1,{CSM},28.2,<0> ,38.16,<0> ,24.2,<0> ,91.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.2,<0> ,
marcwwq,P,06/01/2022 08:00,0,1,{CSM},28.2,<0> ,38.17,<0> ,24.2,<0> ,92.4,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.3,<0> ,
marcwwq,P,06/01/2022 08:15,0,1,{CSM},28.2,<0> ,38.18,<0> ,24.2,<0> ,92.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 08:30,0,1,{CSM},28.2,<0> ,38.20,<0> ,24.2,<0> ,92.3,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 08:45,0,1,{CSM},28.3,<0> ,38.22,<0> ,24.2,<0> ,93.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 09:00,0,1,{CSM},28.3,<0> ,38.20,<0> ,24.2,<0> ,92.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 09:15,0,1,{CSM},28.4,<0> ,38.25,<0> ,24.2,<0> ,94.1,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 09:30,0,1,{CSM},28.3,<0> ,38.22,<0> ,24.2,<0> ,93.9,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,7.0,<0> ,
marcwwq,P,06/01/2022 09:45,0,1,{CSM},28.4,<0> ,38.26,<0> ,24.2,<0> ,94.8,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.0,<0> ,
marcwwq,P,06/01/2022 10:00,0,1,{CSM},28.4,<0> ,38.25,<0> ,24.2,<0> ,94.3,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,8.0,<0> ,
marcwwq,P,06/01/2022 10:15,0,1,{CSM},28.5,<0> ,38.31,<0> ,24.3,<0> ,95.5,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.4,<0> ,
marcwwq,P,06/01/2022 10:30,0,1,{CSM},28.5,<0> ,38.31,<0> ,24.3,<0> ,95.6,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,7.0,<0> ,
marcwwq,P,06/01/2022 10:45,0,1,{CSM},28.6,<0> ,38.36,<0> ,24.3,<0> ,96.8,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.9,<0> ,
marcwwq,P,06/01/2022 11:00,0,1,{CSM},28.6,<0> ,38.32,<0> ,24.3,<0> ,97.1,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,7.3,<0> ,
marcwwq,P,06/01/2022 11:15,0,1,{CSM},28.7,<0> ,38.32,<0> ,24.3,<0> ,97.3,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 11:30,0,1,{CSM},28.8,<0> ,38.32,<0> ,24.3,<0> ,97.6,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.0,<0> ,
marcwwq,P,06/01/2022 11:45,0,1,{CSM},28.8,<0> ,38.31,<0> ,24.2,<0> ,98.3,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 12:00,0,1,{CSM},28.9,<0> ,38.32,<0> ,24.2,<0> ,99.0,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 12:15,0,1,{CSM},28.9,<0> ,38.32,<0> ,24.3,<0> ,99.4,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 12:30,0,1,{CSM},29.0,<0> ,38.33,<0> ,24.3,<0> ,100.1,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,7.4,<0> ,
marcwwq,P,06/01/2022 12:45,0,1,{CSM},29.1,<0> ,38.38,<0> ,24.3,<0> ,100.6,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.1,<0> ,
marcwwq,P,06/01/2022 13:00,0,1,{CSM},29.1,<0> ,38.37,<0> ,24.3,<0> ,102.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.7,<0> ,
marcwwq,P,06/01/2022 13:15,0,1,{CSM},29.2,<0> ,38.35,<0> ,24.3,<0> ,102.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 13:30,0,1,{CSM},29.2,<0> ,38.32,<0> ,24.2,<0> ,101.7,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 13:45,0,1,{CSM},29.3,<0> ,38.32,<0> ,24.2,<0> ,101.7,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 14:00,0,1,{CSM},29.3,<0> ,38.32,<0> ,24.2,<0> ,102.1,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 14:15,0,1,{CSM},29.3,<0> ,38.32,<0> ,24.2,<0> ,101.8,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,7.3,<0> ,
marcwwq,P,06/01/2022 14:30,0,1,{CSM},29.4,<0> ,38.38,<0> ,24.3,<0> ,102.1,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 14:45,0,1,{CSM},29.4,<0> ,38.41,<0> ,24.3,<0> ,103.0,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 15:00,0,1,{CSM},29.5,<0> ,38.48,<0> ,24.3,<0> ,103.7,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.5,<0> ,
marcwwq,P,06/01/2022 15:15,0,1,{CSM},29.6,<0> ,38.60,<0> ,24.4,<0> ,105.2,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.1,<0> ,
marcwwq,P,06/01/2022 15:30,0,1,{CSM},29.7,<0> ,38.65,<0> ,24.5,<0> ,105.0,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.0,<0> ,
marcwwq,P,06/01/2022 15:45,0,1,{CSM},29.7,<0> ,38.64,<0> ,24.5,<0> ,104.7,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,5.8,<0> ,
marcwwq,P,06/01/2022 16:00,0,1,{CSM},29.7,<0> ,38.70,<0> ,24.5,<0> ,105.2,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.1,<0> ,
marcwwq,P,06/01/2022 16:15,0,1,{CSM},29.7,<0> ,38.72,<0> ,24.5,<0> ,105.0,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.2,<0> ,
marcwwq,P,06/01/2022 16:30,0,1,{CSM},29.7,<0> ,38.73,<0> ,24.5,<0> ,105.3,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 16:45,0,1,{CSM},29.7,<0> ,38.72,<0> ,24.5,<0> ,105.2,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.7,<0> ,
marcwwq,P,06/01/2022 17:00,0,1,{CSM},29.8,<0> ,38.73,<0> ,24.5,<0> ,105.3,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,27,<0> ,7.0,<0> ,
marcwwq,P,06/01/2022 17:15,0,1,{CSM},29.8,<0> ,38.68,<0> ,24.5,<0> ,104.9,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.4,<0> ,
marcwwq,P,06/01/2022 17:30,0,1,{CSM},29.7,<0> ,38.67,<0> ,24.5,<0> ,103.9,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.7,<0> ,
marcwwq,P,06/01/2022 17:45,0,1,{CSM},29.7,<0> ,38.65,<0> ,24.5,<0> ,104.7,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 18:00,0,1,{CSM},29.7,<0> ,38.65,<0> ,24.5,<0> ,103.8,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 18:15,0,1,{CSM},29.7,<0> ,38.66,<0> ,24.5,<0> ,103.5,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,28,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 18:30,0,1,{CSM},29.6,<0> ,38.62,<0> ,24.4,<0> ,103.3,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.6,<0> ,
marcwwq,P,06/01/2022 18:45,0,1,{CSM},29.6,<0> ,38.57,<0> ,24.4,<0> ,103.8,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,28,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 19:00,0,1,{CSM},29.6,<0> ,38.51,<0> ,24.4,<0> ,103.0,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,7.8,<0> ,
marcwwq,P,06/01/2022 19:15,0,1,{CSM},29.5,<0> ,38.44,<0> ,24.3,<0> ,102.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,7.9,<0> ,
marcwwq,P,06/01/2022 19:30,0,1,{CSM},29.5,<0> ,38.41,<0> ,24.3,<0> ,101.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,7.9,<0> ,
marcwwq,P,06/01/2022 19:45,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,100.0,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,7.7,<0> ,
marcwwq,P,06/01/2022 20:00,0,1,{CSM},29.4,<0> ,38.41,<0> ,24.3,<0> ,99.7,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,40,<0> ,8.1,<0> ,
marcwwq,P,06/01/2022 20:15,0,1,{CSM},29.4,<0> ,38.45,<0> ,24.3,<0> ,99.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.3,<0> ,
marcwwq,P,06/01/2022 20:30,0,1,{CSM},29.4,<0> ,38.47,<0> ,24.3,<0> ,98.7,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.3,<0> ,
marcwwq,P,06/01/2022 20:45,0,1,{CSM},29.3,<0> ,38.46,<0> ,24.3,<0> ,99.3,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 21:00,0,1,{CSM},29.3,<0> ,38.51,<0> ,24.4,<0> ,99.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 21:15,0,1,{CSM},29.3,<0> ,38.53,<0> ,24.4,<0> ,99.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.9,<0> ,
marcwwq,P,06/01/2022 21:30,0,1,{CSM},29.3,<0> ,38.54,<0> ,24.4,<0> ,98.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,6.9,<0> ,
marcwwq,P,06/01/2022 21:45,0,1,{CSM},29.2,<0> ,38.55,<0> ,24.4,<0> ,97.6,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.4,<0> ,
marcwwq,P,06/01/2022 22:00,0,1,{CSM},29.2,<0> ,38.54,<0> ,24.4,<0> ,98.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.2,<0> ,
marcwwq,P,06/01/2022 22:15,0,1,{CSM},29.2,<0> ,38.49,<0> ,24.4,<0> ,97.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,7.4,<0> ,
marcwwq,P,06/01/2022 22:30,0,1,{CSM},29.1,<0> ,38.45,<0> ,24.3,<0> ,96.5,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,7.3,<0> ,
marcwwq,P,06/01/2022 22:45,0,1,{CSM},29.1,<0> ,38.41,<0> ,24.3,<0> ,96.6,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 23:00,0,1,{CSM},29.1,<0> ,38.41,<0> ,24.3,<0> ,95.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,7.5,<0> ,
marcwwq,P,06/01/2022 23:15,0,1,{CSM},29.0,<0> ,38.46,<0> ,24.3,<0> ,96.5,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.1,<0> ,
marcwwq,P,06/01/2022 23:30,0,1,{CSM},29.0,<0> ,38.49,<0> ,24.4,<0> ,96.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.8,<0> ,
marcwwq,P,06/01/2022 23:45,0,1,{CSM},29.0,<0> ,38.50,<0> ,24.4,<0> ,95.9,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,6.9,<0> ,
marcwwq,P,06/02/2022 00:00,0,1,{CSM},28.9,<0> ,38.48,<0> ,24.4,<0> ,95.6,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.4,<0> ,
marcwwq,P,06/02/2022 00:15,0,1,{CSM},28.9,<0> ,38.48,<0> ,24.4,<0> ,94.3,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.6,<0> ,
marcwwq,P,06/02/2022 00:30,0,1,{CSM},28.9,<0> ,38.47,<0> ,24.4,<0> ,94.2,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.2,<0> ,
marcwwq,P,06/02/2022 00:45,0,1,{CSM},28.9,<0> ,38.48,<0> ,24.4,<0> ,94.4,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 01:00,0,1,{CSM},28.9,<0> ,38.49,<0> ,24.4,<0> ,93.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.1,<0> ,
marcwwq,P,06/02/2022 01:15,0,1,{CSM},28.8,<0> ,38.49,<0> ,24.4,<0> ,93.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.6,<0> ,
marcwwq,P,06/02/2022 01:30,0,1,{CSM},28.8,<0> ,38.51,<0> ,24.4,<0> ,93.4,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.4,<0> ,
marcwwq,P,06/02/2022 01:45,0,1,{CSM},28.8,<0> ,38.52,<0> ,24.4,<0> ,93.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.0,<0> ,
marcwwq,P,06/02/2022 02:00,0,1,{CSM},28.8,<0> ,38.52,<0> ,24.4,<0> ,92.9,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.1,<0> ,
marcwwq,P,06/02/2022 02:15,0,1,{CSM},28.8,<0> ,38.52,<0> ,24.4,<0> ,92.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,5.8,<0> ,
marcwwq,P,06/02/2022 02:30,0,1,{CSM},28.7,<0> ,38.52,<0> ,24.4,<0> ,92.0,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.0,<0> ,
marcwwq,P,06/02/2022 02:45,0,1,{CSM},28.7,<0> ,38.52,<0> ,24.4,<0> ,90.0,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 03:00,0,1,{CSM},28.7,<0> ,38.52,<0> ,24.4,<0> ,92.0,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,5.4,<0> ,
marcwwq,P,06/02/2022 03:15,0,1,{CSM},28.7,<0> ,38.52,<0> ,24.4,<0> ,90.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.5,<0> ,
marcwwq,P,06/02/2022 03:30,0,1,{CSM},28.7,<0> ,38.51,<0> ,24.4,<0> ,88.7,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.3,<0> ,
marcwwq,P,06/02/2022 03:45,0,1,{CSM},28.7,<0> ,38.51,<0> ,24.4,<0> ,89.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.4,<0> ,
marcwwq,P,06/02/2022 04:00,0,1,{CSM},28.6,<0> ,38.51,<0> ,24.4,<0> ,88.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.0,<0> ,
marcwwq,P,06/02/2022 04:15,0,1,{CSM},28.6,<0> ,38.51,<0> ,24.4,<0> ,88.2,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.5,<0> ,
marcwwq,P,06/02/2022 04:30,0,1,{CSM},28.6,<0> ,38.50,<0> ,24.4,<0> ,88.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.5,<0> ,
marcwwq,P,06/02/2022 04:45,0,1,{CSM},28.6,<0> ,38.49,<0> ,24.4,<0> ,88.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.2,<0> ,
marcwwq,P,06/02/2022 05:00,0,1,{CSM},28.6,<0> ,38.48,<0> ,24.4,<0> ,88.6,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.0,<0> ,
marcwwq,P,06/02/2022 05:15,0,1,{CSM},28.6,<0> ,38.47,<0> ,24.4,<0> ,85.5,<0> ,5.8,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 05:30,0,1,{CSM},28.6,<0> ,38.43,<0> ,24.3,<0> ,89.7,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.8,<0> ,
marcwwq,P,06/02/2022 05:45,0,1,{CSM},28.6,<0> ,38.43,<0> ,24.3,<0> ,90.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 06:00,0,1,{CSM},28.6,<0> ,38.43,<0> ,24.3,<0> ,88.4,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.2,<0> ,
marcwwq,P,06/02/2022 06:15,0,1,{CSM},28.6,<0> ,38.47,<0> ,24.4,<0> ,88.6,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,5.1,<0> ,
marcwwq,P,06/02/2022 06:30,0,1,{CSM},28.6,<0> ,38.50,<0> ,24.4,<0> ,89.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,16,<0> ,5.9,<0> ,
marcwwq,P,06/02/2022 06:45,0,1,{CSM},28.6,<0> ,38.47,<0> ,24.4,<0> ,89.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.6,<0> ,
marcwwq,P,06/02/2022 07:00,0,1,{CSM},28.6,<0> ,38.49,<0> ,24.4,<0> ,87.6,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,4.9,<0> ,
marcwwq,P,06/02/2022 07:15,0,1,{CSM},28.6,<0> ,38.50,<0> ,24.4,<0> ,86.9,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.7,<0> ,
